index,name,place_id,lat,lng,city,state,grade,usa,iac,hm,tsa,nfo,vehicles,phone,fax,account,email,phone2,notes,contact
1066,George's Express,,0,0,Paterson,NJ,2,0,0,0,0,0,n,(973) 427-6112,(973) 427-0878,,georgeaa@georgesexpress.com,,"$$$$ last resort, jamesda@georgesexpress.com",Jimmy
1067,Flash Courier,,0,0,Pine Brook,NJ,3,0,0,0,0,0,n,(973) 227-1099,(973) 227-4824,,,c: 973-590-6850,,Ira
1068,Beach Cab & Courier,,0,0,Pleasantville,NJ,3,0,0,0,0,0,n,(877) 680-0050,(609) 266-2577,,,,,Alison
1069,Nassau Transportation,,0,0,Princeton,NJ,3,0,0,0,0,0,n,(609) 921-1362,,,,,,
1070,Chariot Courier,,0,0,Roselle,NJ,3,0,0,0,0,0,n,(888) 532-9125,(888) 532-9125,,,,,
1071,Skyview Taxi,,0,0,Somerville,NJ,3,0,0,0,0,0,n,(908) 725-2233,,,,,,
1072,Astro Courier,,0,0,Toms River,NJ,2,0,0,0,0,0,n,(732) 223-4409,(732) 223-8144,,,,"$$$$, limited area",Barbara
1073,Jersey Shore Courier,,0,0,Toms River,NJ,4,0,0,0,0,0,n,(800) 704-8335,,,,,,
1074,Jersey Shore Courier Service,,0,0,Toms River,NJ,3,0,0,0,0,0,n,(732) 747-0644,(732) 741-7626,,,,"10 mile radius. S=Neptune,N=Keyport, W=E Freehold",Diane
1075,Roadrunner,,0,0,Toms River,NJ,2,0,0,0,0,0,n,(732) 364-0440,,,,"Daniel: 848-333-9779,848-992-2450, John: 908-596-0246",$$$$,
1076,Priority Express,,0,0,Trenton,NJ,3,0,0,0,0,0,n,(732) 254-7878,(732) 254-8808,#9923,,,terrible service,Anthony
1077,G&P Trucking,,0,0,Turnersville,NJ,3,0,0,0,0,0,"c,t",(856) 629-7676,(856) 629-0584,,,,,
1078,A-1 International,,0,0,Union,NJ,3,0,0,0,0,0,n,(908) 851-2288,,#10356,,,,
1079,Beach Cab & Courier,,0,0,Ventnor City,NJ,3,0,0,0,0,0,n,(877) 680-0050,(609) 266-2577,,,,,Alison
1080,Vernon Highlands Taxi,,0,0,Vernon,NJ,3,0,0,0,0,0,n,(973) 209-1415,,,d99d@aol.com,,,Debbie
1081,Worldwide Shipping,,0,0,Alamogordo,NM,3,0,0,0,0,0,n,(505) 437-7447,,,,,601 1st st,Brenda Todd
1082,Hot Shot ,,0,0,Albuquerque,NM,4,0,0,0,0,0,n,(505) 344-5440,,,,,,
1083,Katie's Delivery Service,,0,0,Albuquerque,NM,3,0,1,0,0,0,n,(505) 884-3600,(505) 884-3700,,,,,Hindi
1084,Dash Hot Shot,,0,0,Bloomfield,NM,3,0,0,0,0,0,n,(505) 334-5235,,,,,,
1085,MMJ,,0,0,Farmington,NM,3,0,0,0,0,0,n,(503) 330-6369,,,MMJDELIVERY@yahoo.com,,,
1086,Errand Plus,,0,0,Las Cruses,NM,3,0,0,0,0,0,n,(575) 650-6168,(877) 314-8988,,,,,
1087,Jack Wingard,,0,0,Las Cruses,NM,3,0,0,0,0,0,n,(575) 650-5548,,,,,,courier 6071
1088,Las Cruses Courier,,0,0,Las Cruses,NM,5,0,0,0,0,0,n,(575) 639-2173,(575) 528-2088,,,,,
1089,Access Point Delivery,,0,0,Roswell,NM,3,0,0,0,0,0,n,(575) 315-6511,(575) 208-0813,,,,,
1090,Capital City Cab,,0,0,Santa Fe,NM,3,0,0,0,0,0,n,(505) 438-0000,(505) 474-5278,,jlsmith@yahoo.com,,,Jerry
1091,Special D,,0,0,Carson,NV,3,0,0,0,0,0,n,(775) 849-2221,(775) 849-2221,,,,,John
1092,Stateline Taxi,,0,0,Carson City,NV,3,0,0,0,0,0,n,(775) 586-1181,(775) 586-8799,,,,,Jeff
1093,Myrnas Hot Shot,,0,0,Elko,NV,3,0,0,0,0,0,n,(775) 738-3998,,,,,,
1094,Accurate Courier - Dynamex,,0,0,Las Vegas,NV,3,0,0,0,0,0,n,(702) 914-1919,(702) 260-1681,,jfurst@accuratelv.com,,,jOHN
1095,Action Messenger Service,,0,0,Las Vegas,NV,2,0,1,0,0,0,n,(702) 798-9633,(702) 798-0966,,,,$$$ (stg express),Jenny
1096,American Expediting,,36.0888155,-115.2116752,Las Vegas,NV,4,0,0,0,0,0,n,(702) 816-4034,(702) 816-3269,,,,long,
1097,Automotive Specialist,,0,0,Las vegas,NV,3,0,0,0,0,0,n,(817) 522-1867,,,,,long,
1098,Beavex,,0,0,Las Vegas,NV,3,0,0,0,0,0,n,(702) 453-1256,,,,,,
1099,Bob,,0,0,Las Vegas,NV,5,6114,0,0,0,0,n,(702) 764-8778,,,,702-321-6529,,
1100,Crossroad Courier,,0,0,Las Vegas,NV,3,0,0,0,0,0,n,(702) 912-5770,,#12843,las@crossroadscourier.com,,,
1101,Mac's Delivery Service,,0,0,Las Vegas,NV,3,0,0,0,0,0,n,(702) 639-0343,(702) 639-0347,,macsdelservice@aol.com,,,Al Glammen
1102,Saint George Courier,,0,0,Las Vegas,NV,3,0,0,0,0,0,n,(714) 985-6000,,,,,,
1103,Sonja Johnson,,0,0,Las Vegas,NV,3,0,0,0,0,0,n,(702) 818-4003,,,Johnson4353@gmail.com,,M-F 10am-6pm,
1104,Pahrump Valley Taxi,,0,0,Pahrump,NV,3,0,0,0,0,0,n,(775) 727-8109,(775) 727-3987,,,,,Claudia
1105,Southwest Mobile Notary,,0,0,Pahrump,NV,3,0,0,0,0,0,n,775-513-0490,775-751-8206,,,,,Tony Laquidara
1106,Zipco Express,,0,0,Reno,NV,5,0,1,0,0,0,n,(775) 852-3535,(775) 337-6695,,,,,Charlie
1107,Excelsior Freight,,0,0,Albany,NY,3,0,0,0,0,0,t,(518) 785-1234,(518) 785-1447,,,,,
1108,"Fast Track, Inc.",,0,0,Albany,NY,5,0,0,0,0,0,n,(518) 495-6901,(518) 872-1824,,fasttrackinccourier@gmail.com,,,Steve Ray
1109,Express of New York,,0,0,Auburn,NY,3,0,0,0,0,0,n,(315) 258-1106,,,,,,
1110,Fresh Air Transport,,0,0,Auburn,NY,3,0,0,0,0,0,n,(315) 224-0520,,,fenton55@juno.com,315-252-3587,,Bob & Vinny
1111,Allgistics,,0,0,Binghamton,NY,3,0,0,0,0,0,n,(607) 343-1267,(607) 330-2684,,dispatch@allgistix.com,,fka Metro Express,Gene
1112,Blade,,0,0,Brooklyn,NY,3,0,0,0,0,0,n,(877) 389-7442,(718) 252-4600,,,a: 347-292-8691,,Maurice
1113,Allgistics ,,0,0,Buffalo,NY,3,0,0,0,0,0,n,(607) 353-1963,,,cs@allgistix.com,,,
1114,ASAP Delivery Service,,0,0,Buffalo,NY,3,0,0,0,0,0,n,(716) 631-2727,(716) 631-2729,,,,,Joe
1115,Crossborder Couriers,,0,0,Buffalo,NY,3,0,0,0,0,0,n,(716) 908-0666,,,,,,
1116,Lasership,,0,0,Buffalo,NY,3,0,0,0,0,0,n,(716) 608-7750,(216) 332-8036,#6865,,,,
1117,Metro Express,,0,0,Buffalo,NY,2,0,0,0,0,0,n,(888) 323-8434,(888) 323-8434,,,Barry: 607-343-1267,idiot,linda-vern
1118,Tremer Delivery,,0,0,Buffalo,NY,3,0,0,0,0,0,n,(716) 440-8870,,,,,,Mark
1119,Westside Logistics,,0,0,Buffalo,NY,3,0,0,0,0,0,n,(585) 233-4984,,,,,good rates,
1120,American Expediting,,42.9142731,-78.7534997,Cheektowaga,NY,3,0,1,0,0,0,n,(412) 321-4546,(412) 321-4574,#16822,,,,
1121,Genesee Delivery,,0,0,Corfu,NY,3,0,0,0,0,0,n,(585) 757-9306,(585) 757-9306,,,,mail check,Sharon
1122,Vets One Taxi,,0,0,Corning,NY,3,0,0,0,0,0,n,(607) 962-0100,,,,,,
1123,ASAP Delivery Service,,0,0,Depew,NY,3,0,0,0,0,0,n,(716) 834-2727,(716) 683-9887,,,,,Gert-Donna
1124,Genesee Delivery,,0,0,Elba,NY,3,0,0,0,0,0,n,(585) 757-9306,(585) 757-9306,,,,mail check,Sharon
1125,Eddy's Messenger,,0,0,Elmsford,NY,3,0,0,0,0,0,n,(914) 345-0795,(914) 345-0791,,,,,
1126,Aarch Delivery Service,,0,0,Endicott,NY,3,0,0,0,0,0,n,(607) 748-3382,,,,,,Don
1127,The UPS Store,,0,0,Evans Mills,NY,3,0,0,0,0,0,n,(315) 629-0424,,,,,,Sheila-Ron
1128,Walsh Messenger,,0,0,Garden City,NY,3,0,0,0,0,0,n,(516) 746-4348,51-6746,#U5244,,,,
1129,Tri County cab,,0,0,Glen Falls,NY,1,0,0,0,0,0,n,(518) 747-9000,,,,,,
1130,All American Transport,,0,0,Hempstead,NY,3,0,0,0,0,0,n,(516) 565-0100,(516) 292-2516,,,,,
1131,Ithaca cab,,0,0,Ithaca,NY,3,0,0,0,0,0,n,(607) 277-7777,,,,,,
1132,Ithaca Errands,,0,0,Ithaca,NY,3,0,0,0,0,0,n,(607) 216-8219,,,,,,
1133,Metro Express,,0,0,Ithaca,NY,3,0,0,0,0,0,n,(607) 343-1267,(315) 703-9613,,cs@allgistix.com,,,
1134,Chautauqua Courier Service,,0,0,Jamestown,NY,3,0,0,0,0,0,n,(716) 665-2127,,,,,,
1135,Valley Courier,,0,0,Kingston,NY,3,0,0,0,0,0,n,(800) 424-6695,,,dispatch@valleycourier.net,,,
1136,ASAP Delivery Service,,0,0,Lancaster,NY,3,0,0,0,0,0,n,(716) 834-2727,(716) 683-9887,,,,,Gert-Donna
1137,HealthEx,,0,0,Long Island,NY,5,0,1,0,0,0,n,(516) 349-9889,(516) 717-3569,,RoslynDispatch@healthexcourier.com,NJ office: 908-757-3100,,
1138,Walsh Messenger,,0,0,Long Island,NY,3,0,0,0,0,0,n,(516) 746-4348,(516) 746-4012,#U5244,,,"walshmessenger.com, $$$$ get quote",
1139,Four Eights Transportation,,0,0,Middletown,NY,3,0,0,0,0,0,n,(845) 386-8888,(845) 386-3741,,,,,
1140,All American Transport,,0,0,Nassau County,NY,3,0,0,0,0,0,n,(516) 565-0100,(516) 292-2516,,,,,
1141,Pac Courier,,0,0,New Hyde Park,NY,3,0,0,0,0,0,n,(516) 488-6162,,,,,"negotiate $$, long island",
1142,A-1 International,,0,0,New York,NY,3,0,0,0,0,0,n,(212) 206-1599,,#10356,,,,
1143,Aexpress,,0,0,New York,NY,3,0,0,0,0,0,b,(212) 768-8445,(212) 768-8419,,aexpress@aol.com,,"bike bef 3pm, many walkers in manhattan",Angel
1144,Al Truck,,0,0,New York,NY,3,0,0,0,0,0,t,(908) 249-3944,,,,,"negotiable, staten island",
1145,Alternative Delivery,,0,0,New York,NY,3,0,0,0,0,0,t,(212) 684-1444,,,,,,Saeed
1146,American Expediting,,0,0,New York,NY,3,0,1,0,0,0,n,(212) 481-7440,(212) 481-7786,#16011,,,,
1147,Best Way,,0,0,New York,NY,3,0,0,0,0,0,n,(212) 221-9494,(212) 354-3060,#5229,,,,
1148,EZ Courier,,0,0,New York,NY,1,0,1,0,0,0,n,(888) 616-3939,(646) 356-7040,,cs@ezcourier.com,"Ray: 347-821-9190,212-643-4060",last resort,ray
1149,HealthEx,,0,0,New York,NY,5,0,0,0,0,0,n,(516) 349-9889,(516) 717-3569,#1000011,,c: 516-779-3644,,Mike 
1150,Lasership NY,,0,0,New York,NY,3,0,0,0,0,0,n,(800) 208-8650,(212) 594-1775,#109734,,212-594-5020,,Caeser Perez
1151,Need It Now Courier,,0,0,New York,NY,3,0,0,0,0,0,n,(212) 989-1919,(212) 989-2164,,,,,Carl
1152,Pinecal,,0,0,New York,NY,3,0,0,0,0,0,t,(914) 207-0050,,,,c: 917-204-2318,Jim's friend,Mike Dragone
1153,VMW,,0,0,New York,NY,3,0,0,0,0,0,t,(866) 504-7575,,,,,,
1154,World Connect ,,0,0,New York,NY,2,0,0,0,0,0,n,(646) 210-8927,(646) 218-1067,,worldconnect.inc@gmail.com,347-813-2871,$$$$,Ali
1155,Ducati Courier,,41.5651633,-74.0365878,Newburgh,NY,3,0,0,0,0,0,n,(845) 424-5000,,,anthony@ducaticourier.com,,,
1156,Associated Deliveries,,0,0,Orange,NY,3,0,0,0,0,0,n,(732) 774-2136,(732) 774-5293,,,,NJ,Mark Harrison
1157,Four Eights Transportation,,0,0,Otisville,NY,3,0,0,0,0,0,n,(845) 386-8888,(845) 386-3741,,,,mail check,
1158,Associated Deliveries,,0,0,Passaic,NY,3,0,0,0,0,0,n,(732) 774-2136,(732) 774-5293,,,,NJ,Mark Harrison
1159,Patriot Courier,,0,0,Patchogue,NY,1,0,0,0,0,0,n,(631) 286-6677,(631) 286-3390,,,,$$$$,
1160,Avalanche Taxi,,0,0,Plattsburgh,NY,3,0,0,0,0,0,n,(518) 304-3828,,,,,,Arshad
1161,Flying Nunns Aviation,,0,0,Plattsburgh,NY,3,0,0,0,0,0,n,(800) 727-8389,(518) 561-3872,,,,,Keith
1162,Nunn's Express Delivery,,0,0,Plattsburgh,NY,3,0,0,0,0,0,n,(518) 561-3822,,,freight@nunnsexpress.com,,,
1163,Four Eights Transportation,,0,0,Port Jarvis,NY,3,0,0,0,0,0,n,(845) 386-8888,(845) 386-3741,,,,,
1164,Taxi Zero,,0,0,Potsdam,NY,3,0,0,0,0,0,n,(315) 262-0444,,,,,,
1165,ATC Courier,,0,0,Queens,NY,3,0,0,0,0,0,n,(516) 450-8729,(718) 819-7508,,,,,Manpreet
1166,D4 Delivery System,,0,0,Queens,NY,3,0,0,0,0,0,"c,t,v",(718) 706-0700,(718) 706-0711,,,,,
1167,First Choice Courier & Messenger,,0,0,Queens ,NY,3,0,0,0,0,0,n,(718) 440-1388,,,,,1.25-deadhead mile,
1168,"Ace Courier Express, Inc.",,0,0,Queensbury,NY,3,0,0,0,0,0,n,(518) 793-6140,,,,,,Gene
1169,Express Trucking & Courier,,0,0,Richmond Hill,NY,3,0,0,0,0,0,"c,t",(718) 843-0705,(718) 843-0706,,expresscourier@yahoo.com,,,Ken
1170,Riverhead Taxi,,0,0,Riverhead,NY,3,0,0,0,0,0,n,(631) 369-5522,,,,,,
1171,Affordable Delivery,,0,0,Rochester,NY,3,0,0,0,0,0,n,(585) 721-9961,,,,607-271-9185,,
1172,Allgistix,,0,0,Rochester,NY,3,0,0,0,0,0,n,(585) 356-8733,,,,,,Peter
1173,American Expediting,,0,0,Rochester,NY,3,0,1,0,0,0,n,(585) 337-1010,(585) 377-1017,,,,,
1174,AMSA Courier & Armoured Car,,0,0,Rochester,NY,3,0,0,0,0,0,n,(585) 352-1082,(585) 352-2027,,,,,Jim Nagle
1175,D&R Trucking,,0,0,Rochester,NY,3,0,0,0,0,0,t,(219) 321-3799,,,,,,
1176,H&H Fast Delivery,,0,0,Rochester,NY,3,0,0,0,0,0,n,(585) 424-4530,,,,,,
1177,James McCoy,,0,0,Rochester,NY,4,6266,0,0,0,0,v,(585) 576-7716,,,,,long,
1178,Suzanne Blair,,0,0,Rochester,NY,3,6230,0,0,0,0,n,(585) 615-6894,,,,,long,
1179,Westside Logistics,,0,0,Rochester,NY,4,0,0,0,0,0,n,(585) 233-4984,(315) 333-1095,,mike@westsidelogisticsinc.com,,good rates,
1180,JetX,,0,0,Rochester ,NY,4,0,0,0,0,0,n,(585) 342-9850,(585) 342-1082,#1984,,a: 585-342-9855,,DAVID M
1181,Professional Courier Services,,0,0,Schenectady,NY,3,0,0,0,0,0,n,(518) 374-4100,,,,,,Gary
1182,Fresh Air,,0,0,Syracuse,NY,3,0,0,0,0,0,n,(315) 252-3587,,,,,,
1183,Greenlight Courier,,0,0,Syracuse,NY,3,0,0,0,0,0,"c,t,v",(315) 487-1881,,,,,,
1184,PDQ ,,0,0,Syracuse,NY,3,0,0,0,0,0,n,(800) 836-6616,(888) 766-4494,,,,,Carl
1185,Westside Logistics,,0,0,Syracuse,NY,3,0,0,0,0,0,n,(585) 233-4984,,,,,,
1186,Avalanche Taxi,,0,0,Ticonderoga,NY,3,0,0,0,0,0,n,(518) 304-3828,,,,,,Arshad
1187,Express Delivery,,0,0,Utica,NY,3,0,0,0,0,0,n,(315) 507-2494,(315) 507-4057,,,,,
1188,Independent Courier,,0,0,Utica,NY,3,0,0,0,0,0,n,(800) 836-8317,(315) 733-1555,,Dispatcher@IndependentCourier.com,,,
1189,"Fast Track, Inc",,0,0,Voorheesville,NY,3,0,0,0,0,0,n,(518) 378-5989,(716) 662-6658,,,,,
1190,Busy Bee Cab,,0,0,Wurtsboro,NY,3,0,0,0,0,0,n,(845) 533-5062,,,,,,Donna
1191,Totem Taxi,,0,0,Elmira,NY ,3,0,0,0,0,0,n,(607) 734-6161,,,,,,
1192,Premier Express,,0,0,Newburgh,NY ,3,0,0,0,0,0,n,(813) 249-6000,,,,,,
1193,Anytime Taxi,,0,0,Akron,OH,3,0,0,0,0,0,n,(330) 252-7400,,,,,,
1194,City Yellow Cab,,0,0,Akron,OH,3,0,0,0,0,0,n,(234) 542-3941,,,,,,
1195,Cotter Courier,,0,0,Akron,OH,4,0,0,0,0,0,n,(330) 535-3278,(330) 644-8204,,,,,
1196,Gopher Express,,0,0,Akron,OH,3,0,0,0,0,0,n,(330) 923-1343,(330) 923-3901,,admin@goxinc.net,,,Geza x 501
1197,LTS Limo,,0,0,Akron,OH,1,0,0,0,0,0,n,(330) 628-0030,(330) 628-6844,,,,$$$$$,
1198,Athens Airport Express,,0,0,Athens,OH,3,0,0,0,0,0,n,(740) 590-4686,,,,,,
1199,Courier Plus Delivery Service,,0,0,Brecksville,OH,3,0,0,0,0,0,n,(888) 572-7587,(440) 838-4894,,,,,Nancy
1200,L&R Taxi,,0,0,Bryan,OH,3,0,0,0,0,0,n,(419) 633-1001,,,,,,
1201,Delivery Express Southeast,,0,0,Burlington,OH,3,0,0,0,0,0,n,(319) 572-0527,(319) 753-0954,,mmbk19762@mchsi.com,,,
1202,Noble Taxi,,0,0,Cambridge,OH,3,0,0,0,0,0,n,(740) 509-6089,,,,,,
1203,Charlie Courier Service,,0,0,Canton,OH,3,0,0,0,0,0,n,(330) 494-3338,,,,c: 330-495-7372,8am-5pm only,
1204,Yellow Cab,,0,0,Canton,OH,3,0,0,0,0,0,n,(330) 491-4343,(330) 491-4883,,,,"4137 Martindale Rd NE Canton, OH 44705",
1205,Chillecothe Cab,,0,0,Chillecothe,OH,3,0,0,0,0,0,n,(740) 775-7433,,,,,,
1206,Jackson Transportation,,0,0,Chillecothe,OH,3,0,0,0,0,0,n,(740) 288-2091,,,,,,
1207,Davis Enterprises,,0,0,Cincinnati,OH,3,0,0,0,0,0,n,(513) 259-0631,,,,,,
1208,Route 3,,39.3600586,-84.309939,Cincinnati,OH,4,0,0,0,0,0,n,(513) 766-2344,,,route3delivery@gmail.com,513-766-2371,,Brent
1209,The Courier Company,,0,0,Cincinnati,OH,3,0,1,0,0,0,n,(513) 533-0120,(513) 533-0345,,brianm@couriergurus.com,,dispatch@couriergurus.com,Brian
1210,American Expediting,,0,0,Cleveland,OH,3,0,1,0,0,0,t,(440) 260-7630,,#23429,,,,
1211,Bonnie Speed,,0,0,Cleveland,OH,3,0,0,0,0,0,"c,t,v",(216) 696-6033,(216) 621-8354,,,,$$$,
1212,Cleveland Delivery Service,,0,0,Cleveland,OH,5,0,0,0,0,0,n,(216) 441-1606,(216) 641-1629,,dispatch@cle-delivery.com,w: 216-319-8829,,Mike
1213,Prestige Delivery Systems,,0,0,Cleveland,OH,3,0,0,0,0,0,n,(216) 332-8000,(216) 332-8036,,,,,Dave
1214,Reliable runners,,0,0,Cleveland,OH,3,0,0,0,0,0,n,4405787000           ,(800) 573-2219,,,,,
1215,Airnet,,0,0,Columbus,OH,3,0,0,0,0,0,n,888-888-TIME,,#204120,,,,Marty
1216,All Star Courier,,0,0,Columbus,OH,3,0,0,0,0,0,n,(614) 989-9872,(740) 599-1548,,,,,
1217,American Expediting,,0,0,Columbus,OH,3,0,1,0,0,0,n,(614) 863-5779,(614) 863-5930,,,,,
1218,D&D Delivery,,0,0,Columbus,OH,4,0,0,0,0,0,n,(419) 545-3487,,,,,,
1219,Encore Delivery,,0,0,Columbus,OH,3,0,0,0,0,0,v,(614) 374-2673,(614) 414-0732, #USA001,,,,Jeff
1220,"Rainbow Express, Inc.",,0,0,Columbus,OH,3,0,0,0,0,0,n,(614) 444-5600,(614) 444-1110,,jeffc@rainbowexpressinc.com,,,Jeff
1221,Capitol Express,,0,0,Columbus ,OH,4,0,0,0,0,0,n,(614) 279-2819,(614) 279-5616,,,,,
1222,American Expediting,,0,0,Dayton,OH,3,0,1,0,0,0,n,(614) 863-5779,,,,,,
1223,"Capital Express Enterprises, Inc.",,0,0,Dayton,OH,4,0,0,0,0,0,n,(937) 898-5192,(937) 643-9819,,ceday@capitolexpress.biz,,,Justin
1224,Clipper Courier,,0,0,Dayton,OH,3,0,0,0,0,0,n,(937) 293-7854,,,,,,
1225,Rush Delivery,,0,0,Dayton,OH,3,0,0,0,0,0,n,(937) 297-6200,,,,,,
1226,The Courier Company,,0,0,Dayton,OH,5,0,1,0,0,0,n,(513) 533-0120,(513) 533-0345,,brianm@couriergurus.com,,,Brian
1227,J&M Cab,,0,0,Defiance,OH,3,0,0,0,0,0,n,(419) 956-1627,,,jmcab2009@live.com,,,
1228,Prestige Delivery Systems,,0,0,Garfield Heights,OH,3,0,0,0,0,0,n,(800) 221-4473,(216) 332-8030,,,,from IND to Southbend,Tim Roberts
1229,Mahoning Valley Courier,,0,0,Girland,OH,3,0,0,0,0,0,n,(330) 719-2917,,,,,,
1230,All About You Delivery Service,,0,0,Hamilton,OH,3,0,0,0,0,0,n,(513) 894-0685,(513) 894-0683,,,,,Paul
1231,Capitol Express,,0,0,Hilliard,OH,3,0,0,0,0,0,n,(614) 279-2819,(614) 279-5616,,,,,
1232,Jackson Transportation,,0,0,Jackson,OH,3,0,0,0,0,0,n,(740) 288-2091,(740) 286-6732,,jacksontranspotation@adelphia.net,,,Wayne
1233,Go2Go Cab,,0,0,Kent,OH,3,0,0,0,0,0,n,(330) 474-9402,(330) 320-0727,,,,,
1234,J&S Courier,,0,0,Kettering,OH,3,0,0,0,0,0,n,(937) 294-5648,,,,,,
1235,Clipper Courier,,0,0,Lebanon,OH,3,0,0,0,0,0,n,(937) 293-7854,,,,,,
1236,Black & White Cab,,0,0,Lima,OH,3,0,0,0,0,0,n,(419) 222-6161,(419) 222-5948,#1200,,,,
1237,Modern Delivery,,0,0,Marion,OH,3,0,0,0,0,0,n,(740) 383-3077,,,,,,
1238,Vanrunners,,0,0,Medina,OH,3,0,0,0,0,0,n,3304219398or4407810203,,,,,".95-mi, $15min",
1239,Claypool Enterprises,,0,0,Newark,OH,3,0,0,0,0,0,n,(740) 404-8145,(740) 344-9037,,mecfarms@yahoo.com,,136*101*40422,Mike
1240,Claypool Enterprises,,0,0,Newark,OH,3,0,0,0,0,0,n,(740) 404-8145,(740) 344-9037,,,,27' trailer 10500 lbs,
1241,BNSF,,0,0,Ohio,OH,3,0,0,0,0,0,t,(800) 456-7370,,,,,big rigs,Harry
1242,AM PM Cab,,0,0,Sandusky,OH,3,0,0,0,0,0,n,(419) 203-1367,,,,,,
1243,Trinity Taxi,,0,0,Sandusky,OH,3,0,0,0,0,0,n,(419) 357-3716,,,,,,
1244,American Expediting,,0,0,Toledo,OH,3,0,1,0,0,0,n,(419) 535-7405,,,,,,
1245,Prestige Delivery Systems,,0,0,Toledo,OH,3,0,0,0,0,0,n,(800) 293-2031,(419) 661-1991,,,,,
1246,Reliable,,0,0,Toledo,OH,3,0,1,0,0,0,n,(419) 464-0700,,,,,,
1247,R+L Carriers,,0,0,Wilmington,OH,3,0,0,0,0,0,t,(800) 546-5589,(973) 382-1251,#USA015,,,big rigs,
1248,Wooster Taxi,,0,0,Wooster,OH,3,0,0,0,0,0,n,(330) 988-6090,,,woostertaxi@gmail.com,,,
1249,Fab Cab,,0,0,Youngstown,OH,3,0,0,0,0,0,n,(330) 793-6666,,,,,,
1250,Mahoning Valley Courier,,0,0,Youngstown,OH,3,0,0,0,0,0,n,(330) 719-2917,,,info@mahoningvalleydelivery.com,,,
1251,Portsmouth Taxi,,0,0,Portsmouth,OH ,3,0,0,0,0,0,n,(740) 355-2222,,,,,,
1252,Stephen Zachary,,0,0,Ada,OK,4,6267,0,0,0,0,n,(918) 424-2508,,,,,,
1253,Evans Towing,,0,0,Duncan,OK,3,0,0,0,0,0,n,(580) 467-6846,,,,,,
1254,Take Out Taxi,,0,0,Elk City,OK,3,0,0,0,0,0,n,(580) 799-4362,,,hardball_chick@yahoo.com,,,
1255,Jones Mgt Service,,0,0,Lawton,OK,3,0,0,0,0,0,n,(580) 355-8843,(580) 354-0280,,,,,Linda-Terry
1256,Jannie Loffer,,0,0,Locust Grove,OK,3,6175,0,0,0,0,n,(918) 864-9964,,,,,,
1257,Jonathan Lay,,0,0,Muskogee,OK,3,6181,0,0,0,0,n,(918) 351-8881,,,,918-441-0306,,
1258,Beavex,,0,0,Oklahoma City,OK,3,0,0,0,0,0,n,(405) 942-0526,(214) 904-1711,,,,,
1259,Expedited,,0,0,Oklahoma City,OK,5,0,0,0,0,0,n,(405) 603-8086,(405) 947-4036,,dispatch@expeditedcouriers.com,"405-603-8096, 405-808-6147","Good rates, fka Sooner",
1260,Express Courier,,0,0,Oklahoma City,OK,3,0,0,0,0,0,n,(405) 948-1626,(405) 948-1656,,,,,
1261,Freedom Express,,0,0,Oklahoma City,OK,4,0,0,0,0,0,n,(918) 877-0111,(918) 877-1086,,,,,
1262,Hazels Hot Shots,,0,0,Oklahoma City,OK,4,0,0,1,0,0,n,(405) 605-4044,,,dispatch@hazelshotshot.com,,,
1263,Mathew Ayadpoor,,0,0,Oklahoma City,OK,4,0,0,0,0,0,n,(405) 593-6541,,,mayadpoor@yahoo.com,,,
1264,Miss Silky's Medical Courier,,0,0,Oklahoma City,OK,4,0,0,0,0,0,n,(405) 833-5716,,,,,,Deloris
1265,Rapid Delivery Service,,0,0,Oklahoma City,OK,4,0,0,0,0,0,n,(405) 793-1122,(405) 793-7695,,,,Local only,
1266,Sunset Courier,,0,0,Oklahoma City,OK,3,0,0,0,0,0,n,(405) 755-6148,,,,,,
1267,Tina Shoemake,,0,0,Salinas,OK,3,6182,0,0,0,0,n,(918) 237-5946,,,,,,
1268,All Point,,0,0,Tulsa,OK,4,0,0,0,0,0,n,(918) 584-7889,,,Dispatch@apdtulsa.com,,,Jeremy
1269,Continental Delivery Service Inc.,,0,0,Tulsa,ok,4,0,0,0,0,0,n,(918) 428-6332,,,oktruckin@netzero.com,,,Gary
1270,Freedom Express,,0,0,Tulsa,OK,4,0,1,0,0,0,t,(918) 877-0111,(918) 877-1086,,,,flatbed,Scott
1271,LSO Express,,0,0,Tulsa,OK,3,0,0,0,0,0,n,(918) 828-9103,,,,,,
1272,Phoenix Delivery,,0,0,Tulsa,OK,2,0,0,0,0,0,n,(918) 258-9315,(918) 259-3060,,,,$$$,Charlotte
1273,Zipp Delivery,,0,0,Tulsa,OK,2,0,0,0,0,0,n,(918) 234-7445,(918) 234-8525,,,,$$$,Sonna
1274,DEC Express,,0,0,Burlington,ON,3,0,0,0,0,0,n,(800) 263-5185,(905) 332-1954,,,,,Sandy
1275,Bend Taxi,,0,0,Bend,OR,3,0,0,0,0,0,n,(541) 815-2478,,,,,,Ben Nichols
1276,Checker cab,,0,0,Bend,OR,3,0,0,0,0,0,n,(541) 382-3411,(541) 382-7396,,,,,
1277,Pacific Courier,,0,0,Bend,OR,3,0,0,0,0,0,n,(866) 553-0030,,,,,,
1278,Brookings Taxi,,0,0,Brookings,OR,3,0,0,0,0,0,n,(541) 661-1111,,,,,,
1279,Yellow Cab & Courier,,0,0,Coos Bay,OR,3,0,0,0,0,0,n,(541) 267-3111,,,,,,
